Time,dir_x,dir_y,dir_z
2649845333333.3315,-0.47536899,0.40292659,-0.78209621
689206666666.6655,0.73271651,0.39456929,0.55447416
6842690666667.162,0.80465584,-0.48326292,0.34494337
556508666666.6708,0.8746205,-0.34296336,0.34265888
864079999999.992,0.44585308,0.89238465,-0.06974714
833219999999.9932,0.10852002,0.98402733,-0.14111564
3114802666666.592,-0.09864542,-0.3021723,0.94813553
187217333333.3331,0.46377585,0.19003379,0.8653318
28826326000009.77,0.52203757,0.49968912,-0.69122178
7578187333334.062,0.99656962,0.0444893,-0.0697832
25414238666672.117,0.90201983,-0.31760633,0.29238065
231449999999.99933,-0.74247456,0.0766433,0.66547527
631601333333.3345,-0.70704634,0.3839889,0.59383331
213962666666.66617,0.56397043,0.82037632,-0.09444598
550336666666.671,0.77832263,-0.61224272,0.13918602
3394599999999.8804,-0.93252011,0.25588032,0.25481662
2889524666666.627,0.76600576,-0.25671012,-0.58935141
6283096000000.318,-0.84528909,-0.51687999,-0.13535665
1183995333333.3228,0.53384286,-0.04627907,0.84431632
579139333333.3365,0.39553229,-0.47350465,-0.78698638
4861478666666.535,-0.96407505,0.0950976,-0.24802369
308599999999.9996,-0.35285114,-0.60338478,0.71513837
3591075333333.1826,0.58559245,0.54905923,-0.59633501
636744666666.6676,0.57632105,0.12546575,-0.80753476
857907999999.9922,-0.62924844,0.72029054,0.29193825
3012964666666.6074,-0.22850016,0.95832847,-0.17144744
11578671999999.352,-0.99446292,-0.10174332,0.02630194
716980666666.6644,0.72243371,0.67568037,0.14678409
14202800666664.355,-0.78672209,-0.13536118,0.60228374
3838983999999.81,0.87287224,-0.30339003,0.38216299
1816625333333.3728,0.95259029,-0.21129047,0.21892482
1113017333333.3171,0.32270025,-0.90835511,-0.26599914
1098615999999.9828,0.06374539,0.97108592,-0.23006231
625429333333.3347,0.80784684,-0.16642658,0.56540754
2257923333333.3936,-0.27115659,0.93359673,-0.23424612
262309999999.99905,-0.12713068,0.05158553,0.99054365
3984025999999.787,0.03971035,-0.03784357,-0.99849434
796187999999.9946,0.4486031,-0.885548,-0.12066479
65347078666608.12,0.41330279,0.09393526,0.9057356
650117333333.3337,0.28342573,-0.49628079,0.82059444
1742561333333.367,-0.1043583,-0.68355493,0.72240017
808531999999.9941,0.21014882,-0.24638786,-0.94611336
4345087999999.73,0.85226082,-0.51419318,0.09621264
5461191333333.392,0.42980571,0.89386259,0.12758028
4433553333333.066,0.42131266,-0.13628733,-0.89661664
510218666666.6702,0.81191214,0.08255517,0.5779129
32375226000014.258,0.92904404,0.18739351,0.31899975
5886030666666.859,-0.27792595,-0.52422084,-0.80495321
7523668000000.711,-0.32729932,0.9382978,0.11167992
278768666666.66565,0.63823642,0.2618011,0.7239575
3570501999999.8525,0.78720885,-0.15891193,-0.59586007
473186666666.6695,0.96520308,0.0235531,-0.26043858
591483333333.336,0.50207341,-0.85560151,0.12596961
543136000000.0042,0.52290228,0.76888935,-0.36794343
664518666666.6665,0.79805845,0.50476357,-0.32911465
441298000000.0022,0.4753349,-0.84633316,0.2403683
17857653333329.215,0.5561003,-0.83102285,-0.01238863
523591333333.3372,0.90503571,-0.13624387,0.40292428
353861333333.3338,-0.3064303,-0.18263118,0.93420893
945344666666.6554,0.11913111,0.76622186,-0.63143633
3607533999999.847,0.87429369,-0.4115877,0.25730547
6192573333333.623,-0.55066668,0.77614448,-0.30719042
1086271999999.9832,-0.95826155,0.00843301,-0.28576858
1718902000000.0315,0.84978881,0.22606249,0.4761877
1072899333333.317,0.82491861,0.37162116,0.42591901
1191195999999.99,-0.86479455,0.30136173,-0.40163602
357976000000.00055,0.82627373,-0.0960333,0.55502192
373406000000.00085,-0.04073623,-0.84340531,0.53573132
5136132666666.622,-0.51833199,-0.65609313,-0.54851961
1014265333333.3192,-0.34263556,-0.56680444,-0.74922199
9445217333334.035,0.52406057,-0.78188299,-0.33766775
27365619333341.25,-0.72244306,-0.54683964,-0.42313406
256137999999.99908,0.12035652,-0.77201234,0.62410837
10176599333333.572,0.29882421,0.94194735,-0.15309896
779729333333.3286,0.4164108,-0.10772717,0.90277179
11447002666666.102,0.44960088,0.27613575,0.84947519
347689333333.3337,0.01131691,-0.36082581,0.93256456
214991333333.3328,-0.24066189,-0.50003655,0.8318926
6035187333333.573,0.91255538,-0.03294928,0.40762363
2643673333333.3325,-0.67436251,-0.62763324,-0.38898808
307571333333.3329,-0.09330734,-0.09236554,0.99134371
5847970000000.181,0.23066387,0.95641241,0.17907952
2575781333333.3438,-0.30465415,0.94499941,0.11900407
750926666666.6631,0.41065045,-0.72271253,0.55592518
5532169333333.414,0.56599625,-0.48070887,0.66975162
3138461999999.921,0.50692165,-0.84731327,-0.15840034
1016322666666.6526,-0.78155761,0.5359178,0.31931147
1027637999999.9856,-0.9895947,-0.14313883,-0.01461538
686120666666.6656,0.29982552,-0.24684051,0.9215066
56163142666631.37,0.82252243,-0.06011703,-0.56554646
350775333333.33374,0.33564109,-0.87295695,0.35396502
600741333333.3357,-0.3877168,0.91019422,0.14567829
3214583333333.242,0.61651817,-0.78675531,-0.03035519
1304349333333.3325,-0.58933136,0.64849163,0.48181651
658346666666.6667,-0.11020521,-0.6861439,0.71906979
725209999999.9974,0.3830449,-0.44183775,-0.81120652
840420666666.6595,0.61352115,-0.4028929,0.67916796
1280689999999.997,0.03245916,0.90836259,-0.41692183
649088666666.6671,0.80947221,0.02629474,0.58656912
1098615999999.9828,0.61586602,-0.57104406,0.542787
4642372666666.466,-0.30736957,0.94998743,0.05520712
436154666666.6688,0.72493013,0.36202154,0.58601767
1472022000000.0122,0.24476461,0.64023508,-0.72814101
505075333333.3368,0.86681088,-0.11065657,-0.48620369
32346423333347.555,0.99477104,0.04725724,0.09053914
9326920666667.443,-0.92030819,0.37277985,0.11860864
4208275333333.085,0.80865279,0.56031612,-0.17923871
1506996666666.6816,-0.20231723,0.25502229,0.94553232
14002210666664.484,0.78382865,-0.13737751,-0.60559067
1987384000000.053,-0.09595135,0.74547603,0.6595899
23445370666669.62,-0.94576815,0.27290508,0.17619712
793101999999.9948,0.87607274,-0.18988879,0.44321417
1376356000000.0046,0.63074874,0.70457961,0.32515166
536964000000.0041,0.35905024,-0.89145704,0.27638248
10635384666666.615,-0.9036847,0.34512246,-0.25346491
733439333333.3304,0.31105504,0.93992764,0.14064421
3340080666666.556,-0.37794925,-0.92364692,0.06348806
695378666666.6653,-0.79717706,0.45769502,-0.39373087
1202511333333.3242,0.6775354,0.73548867,-0.00148327
20942624666666.453,0.26704595,-0.82349655,0.5005396
2753740666666.6484,-0.06309117,0.4546026,0.88845708
5387127333333.368,0.76680291,-0.42498809,-0.48103891
361062000000.0006,-0.50787328,0.86143071,-0.00136488
353861333333.3338,-0.08801807,-0.98782017,-0.12831261
9602603333333.936,-0.94924326,0.30602621,0.07269939
7603904000000.736,-0.7911366,-0.27408531,0.54679074
1369155333333.3374,-0.48041896,-0.4913833,-0.72645721
1005007333333.3196,-0.78495408,0.0126686,-0.61942441
549308000000.00433,0.93718277,0.10984993,-0.3310913
718009333333.331,-0.63982402,0.52055117,-0.56537748
11886243333332.49,0.76105003,-0.2276679,-0.60742915
498903333333.3367,0.5372231,0.09999653,-0.83749151
1218969999999.9922,-0.60376449,0.34168308,-0.72022296
6634900000000.43,-0.41596102,-0.88620967,0.20398247
1033809999999.9852,-0.52544252,-0.79583419,-0.30092873
23635674000003.195,0.42787169,-0.49631537,0.75537863
3537584666666.5244,0.69158694,0.02523555,-0.72185225
6550549333333.736,-0.84016117,-0.5395978,0.05443738
2652931333333.331,0.28563251,0.47933534,-0.82985041
241736666666.6659,-0.79034336,-0.33487429,0.51304637
302427999999.99945,-0.57065462,0.10603398,0.81431573
17910115333329.28,0.12234899,0.97533978,-0.18369278
269510666666.6656,0.60617234,0.65020388,0.45802838
586340000000.0029,0.50633808,0.00127524,0.86233412
21052691999999.93,-0.60838398,0.71466062,-0.34515088
2740367999999.984,-0.18649924,0.18483317,0.96491178
1253944666666.6616,-0.90254649,0.35674507,0.24112816
1704500666666.6973,-0.31468639,0.14939696,-0.93736494
8728236666667.759,-0.78624351,0.36404175,0.49929424
4125981999999.7646,0.48939207,-0.86339221,0.12267557
3832811999999.811,0.39180462,0.63680103,-0.66405842
2390621333333.3726,0.7925763,-0.48939317,-0.36375423
813675333333.3273,-0.61414215,0.72655546,-0.30813404
17668378666662.31,0.02699974,-0.71903824,0.69444584
955631333333.3217,-0.98673693,-0.13967781,-0.0827064
2150942000000.066,-0.94551113,0.30902028,0.1025435
845563999999.9927,-0.64257577,0.60312434,0.47258588
52811746666639.85,-0.67257147,0.73896551,-0.03971896
320943999999.9998,0.67291375,0.65878008,-0.33644597
2254837333333.394,-0.96888148,-0.16837548,-0.1814342
11520037999999.389,-0.37852163,-0.28514272,0.88057652
7826096000000.807,-0.28869878,0.93991395,0.18224922
10341186000000.137,0.06659539,0.42504772,-0.90271784
39636584000006.54,0.09753383,-0.40170072,0.91056229
384721333333.3344,0.94253424,-0.15920317,0.29374062
17754786666662.418,-0.21754842,0.67222954,0.70765821
775614666666.6621,-0.30322177,0.73893619,0.60168918
606913333333.3354,-0.46069543,0.41939786,-0.7822181
75827134666623.05,0.07552267,0.79564529,0.60103651
14442479999997.54,0.36118078,0.58454324,0.72653813
13883913999997.893,0.45427803,-0.84850785,-0.27141463
1697300000000.03,-0.9392165,-0.09332465,0.33039806
864079999999.992,0.64761617,-0.56827106,-0.50760349
10142653333333.594,-0.05608007,-0.63748587,0.76841837
1276575333333.33,0.68214017,-0.22463109,0.69586325
299341999999.9994,0.85655615,-0.51575204,0.01764659
454670666666.6691,-0.28900861,-0.59160537,-0.75264674
1754905333333.368,-0.57983731,-0.80716572,-0.11077992
2608698666666.6714,-0.43542685,-0.29013494,-0.85218846
5211225333333.3125,-0.54533491,0.46308305,-0.69868728
8353802000000.974,0.13370172,0.9776062,0.16251145
505075333333.3368,0.84040008,-0.37976626,0.38665914
8185100666667.587,-0.50648445,0.45607217,0.7317593
1082157333333.3168,0.45053566,0.08109525,0.88906759
3683655333333.168,0.19529407,0.55635988,0.80766572
1837198666666.708,0.1077261,-0.10055444,-0.98908235
1349610666666.6692,0.37859383,-0.2070595,0.9021048
236593333333.3326,0.25109684,-0.79978343,-0.54524934
5084699333333.272,-0.77709456,0.6230531,-0.08904428
902140666666.6572,0.25268142,-0.40886509,0.87691587
21882826000000.977,-0.40066573,0.05324614,-0.9146758
844535333333.326,0.12840557,0.84765104,0.51478124
557537333333.3374,0.47014731,-0.66065594,0.58523093
1302291999999.9988,-0.88774922,0.14004975,0.43850587
700521999999.9984,0.68865562,0.53348112,0.49107162
327115999999.99994,-0.38228457,0.53158551,0.7558276
1009121999999.9862,0.65617012,0.73310446,0.17888159
1120217999999.9844,0.1808338,0.23959175,0.95388413
35063132000017.66,-0.97652268,0.2024594,-0.07357746
381635333333.3344,0.22653249,-0.19701121,0.95387086
8653144000001.068,-0.33996065,0.44868926,0.82650149
3100401333333.2603,0.60702295,-0.58233287,-0.54075093
2016186666666.722,-0.28904034,-0.82088154,0.49255372
206761999999.9996,-0.46988153,-0.48999892,0.73424274
253051999999.9991,0.48337998,0.48155876,-0.73105742
674805333333.3328,0.18395228,-0.71709434,0.67226279
2026473333333.3892,-0.06971948,-0.35473735,0.93236292
467014666666.6694,0.83315699,0.50645983,-0.2221438
1452477333333.344,-0.1321533,0.96730664,-0.21645639
4821360666666.522,0.9569655,-0.01199537,-0.2899537
839391999999.9929,-0.48458578,-0.47318496,0.73571232
1056440666666.651,-0.97660302,-0.2149024,0.00796797
759155999999.9961,0.08629388,-0.99549273,0.03933933
9233312000000.836,-0.69075327,-0.08642649,-0.71790695
2382392000000.0405,0.37059654,-0.09292953,0.92413327
405294666666.66815,-0.94339187,-0.23639862,0.23265311
254080666666.66577,0.79050845,0.37479626,0.48438018
1929778666666.715,-0.05163491,0.16832071,-0.98437898
474215333333.3362,-0.43013463,-0.06526038,-0.90040285
916541999999.99,-0.24167039,0.53860913,0.80715279
3215611999999.9087,0.1387472,0.18916866,0.97209281
236593333333.3326,-0.90227784,0.33336194,0.27343101
545193333333.3376,0.68870297,0.44208645,0.57467189
2526405333333.351,-0.86329311,0.50437038,-0.01831756
9614947333333.928,0.59668167,0.05854441,0.80033964
1685984666666.6958,-0.78653779,0.26578569,0.5574193
182073999999.99985,0.25788865,-0.57764538,-0.77447999
1544028666666.6846,0.73606599,-0.57193696,0.36207039
8885622666667.723,-0.75247687,-0.64014553,-0.15489433
7667681333334.09,-0.75158163,0.63893335,0.16397936
9069754000000.94,0.65879895,0.73580829,0.1567485
938143999999.989,-0.48977114,0.58845975,0.64330347
10940898666666.422,0.24481822,0.96494562,-0.09457263
269510666666.6656,0.64320708,-0.12138836,0.75600894
5626806666666.777,0.2078172,0.92174265,-0.32741793
829105333333.3267,0.38933231,-0.21581976,-0.89545641
15278785999997.01,0.12405853,0.87470758,0.46850414
293169999999.99927,0.23781307,-0.95439984,0.18046022
370320000000.0008,0.94044713,-0.15941999,-0.30024067
246879999999.9992,-0.11641336,0.4716559,0.87406444
262309999999.99905,0.5224167,-0.54032272,0.65964547
1930807333333.3816,-0.47107459,0.58961955,0.65607737
480387333333.3363,0.75289832,0.47709499,0.45334809
38132673333343.68,-0.83079374,-0.24973812,0.49740591
2819575333333.3047,0.52075265,0.24256022,0.81852381
479358666666.6696,-0.55872104,0.55205521,0.61892314
929914666666.656,0.71020487,-0.6980762,0.09109701
10117965333333.61,0.25297023,-0.4987892,0.82898455
3485122666666.5327,0.48696511,-0.70081016,0.52127738
1962696000000.051,-0.18080277,-0.98290403,-0.03478534
378549333333.3343,0.00556361,0.0456837,0.99894046
11141488666666.297,0.80556971,-0.21443408,-0.55233637
3550957333333.189,-0.35551479,0.60960116,-0.70851653
3040738666666.603,-0.23728294,-0.91399582,-0.32910249
32497637333347.742,0.26776876,0.75315389,0.60088195
161500666666.6667,0.33800089,-0.77965446,0.52715682
64860519333276.016,0.12086236,-0.04997536,0.99141049
1135647999999.9856,-0.88423424,0.31557431,0.34430025
9478134666667.348,-0.93738994,-0.34771748,0.01981559
1027637999999.9856,-0.47064146,-0.27999924,-0.83671802
10891522666666.451,-0.68544592,0.65924286,0.30913225
3451176666666.538,-0.05587113,0.7543413,0.65410062
551365333333.3376,0.60790927,-0.23288855,0.75908448
241736666666.6659,-0.45673188,-0.05942725,0.88761726
2825747333333.304,0.22235087,0.97467767,0.0237388
716980666666.6644,0.27144645,0.03457759,0.96183222
7236670000000.62,-0.77659965,-0.21237929,0.5931172
3410029999999.878,0.04517566,-0.28565174,0.95726811
510218666666.6702,0.28112131,0.49079778,0.82467469
133726666666.66692,0.22393002,-0.67189915,-0.70597937
1326980000000.0007,-0.76695103,0.61157116,0.1943369
809560666666.6608,0.59294385,0.80149421,0.07761836
373406000000.00085,0.55896497,0.82775201,0.04883416
6654444666667.103,-0.72600368,-0.6863339,0.04317918
2889524666666.627,-0.25923327,-0.84603638,0.46585466
6632842666667.096,0.09331036,-0.53878833,-0.83725761
26575603333340.25,-0.50575404,0.8176899,-0.27494741
243793999999.9992,-0.36550834,0.37501947,-0.85191787
315800666666.6664,-0.84751108,0.40112567,0.34759628
458785333333.3359,-0.58377637,-0.18337406,-0.79093559
1125361333333.318,-0.41043329,-0.3662606,0.8351034
829105333333.3267,0.48754658,-0.77161778,0.40853926
1213826666666.6584,0.74617631,0.43763892,-0.50169024
6775827333333.808,-0.01217006,-0.45731257,-0.88922275
6707935333333.786,0.64861946,-0.0531389,0.75925559
6569065333333.742,-0.89664628,0.09469216,-0.43250299
428954000000.002,-0.81717631,-0.40178316,0.4132713
33071633333348.477,0.96184539,0.26654739,0.06169219
7037108666667.224,0.52596416,0.75769545,0.38634092
504046666666.6701,0.08127628,0.64366164,0.76098217
13765617333331.3,0.42244292,-0.90632476,-0.01083565
437183333333.33545,-0.99530707,0.0405156,0.08787672
1667468666666.6943,0.34479496,0.31068928,0.88577007
33549963333349.08,0.19885962,0.10384493,0.97451069
2083050000000.0603,-0.01121195,-0.85809385,0.51337046
3325679333333.2246,-0.14148305,-0.8971218,-0.41851525
368262666666.6674,-0.4940134,0.15116706,-0.85621217
1562544666666.686,-0.49542269,0.4956245,0.71338118
594569333333.3359,0.04457166,-0.09226195,0.9947367
231449999999.99933,-0.80358469,0.08823125,0.58861438
2818546666666.638,0.24422497,0.73386476,0.63387434
1247772666666.6611,0.99182479,0.12265975,0.03518761
6034158666666.906,0.23280332,-0.43683413,0.86889502
67020719333270.55,-0.04481616,-0.3158379,-0.94775415
17693066666662.34,0.99030302,0.12236499,0.06577799
1357840000000.0032,-0.65829341,0.12451184,-0.74239247
9235369333334.168,0.35600969,0.29545279,-0.88654653
4851191999999.865,0.36880017,-0.14923227,-0.91745091
742697333333.3301,-0.00960999,-0.75644925,0.65398179
1484366000000.0132,0.60196784,-0.71543841,0.35465841
224249333333.33276,0.2337687,-0.05735013,0.97059938
1858800666666.7092,0.57595835,0.12046376,-0.80855455
138870000000.00024,0.73493767,0.02413106,0.67770518
1217941333333.3254,0.02957612,-0.21035735,0.97717708
886710666666.6577,0.18443333,0.90679303,0.379092
480387333333.3363,-0.37133379,0.54608527,0.75093415
273625333333.33224,0.7830926,0.0402022,-0.62060435
26048926000006.25,0.81542953,0.10845566,-0.56860535
1488480666666.6802,0.08203617,0.02088621,0.99641047
1816625333333.3728,-0.13001853,0.99147873,0.00806915
2402965333333.3706,0.01692742,0.59097343,-0.8065134
10486228000000.045,0.74900689,-0.19557262,0.63304031
607942000000.0021,-0.70990006,-0.46231813,-0.53132274
701550666666.665,0.87597791,-0.41203492,-0.25077864
27420138666674.65,-0.36661831,0.8830036,-0.2930796
15976221999996.568,0.35767186,-0.86505506,0.351782
361062000000.0006,-0.90057858,-0.42116085,0.10761861
1194281999999.9902,-0.61165173,-0.59660043,0.51956721
10957357333333.078,0.68778672,0.20092473,-0.69755192
14077303333331.104,0.54489946,0.42033737,0.72553502
4214447333333.084,0.78326109,-0.59849605,0.16823956
1505968000000.015,-0.12538082,0.96549595,0.22824817
16922595333329.305,0.91852457,-0.20645491,0.33717798
1026609333333.3188,-0.1733386,0.9018981,0.39564321
3677483333333.169,0.07825587,0.37057277,0.92550086
12868619999998.535,0.58046793,-0.77081567,0.26248843
1529627333333.35,-0.9204663,-0.28103607,-0.27158889
1103759333333.3164,0.78809649,-0.44789303,0.42225082
1328008666666.6675,0.98750586,-0.05506647,-0.14764776
1613978000000.0234,0.01974292,-0.99457184,0.10216195
1065698666666.6506,-0.35898614,-0.84512986,-0.39608644
1933893333333.382,-0.80789769,0.51548889,-0.28560905
5563029333333.424,0.50184702,0.73655063,-0.45347849
12894336666665.186,-0.81590932,0.27360857,-0.50934303
25461557333338.84,-0.28979653,0.95340044,0.08393796
1881431333333.378,0.03742568,-0.92548606,0.37692821
25292856000005.293,0.46559918,-0.76724873,-0.44107459
601770000000.0023,0.25464151,-0.32599137,0.9104325
76080186666624.33,0.49777555,0.72426784,-0.47713269
3326707999999.891,0.68665059,0.53004258,-0.49755988
1419560000000.008,0.9272367,-0.37446875,-0.00229398
773557333333.3289,0.45735285,0.70251075,0.54525868
33007856000015.06,0.783641,0.60132965,0.15591481
883624666666.6578,0.87903068,0.36379673,0.30815094
6712050000000.454,0.17874,-0.57964906,0.79502137
27922128000008.62,0.34214744,-0.57656313,0.74196367
1203539999999.991,-0.76353696,0.47679604,-0.43551905
8498844000001.02,0.08505874,0.71201362,0.6969947
571938666666.6702,-0.88509719,-0.0348953,0.4640962
1205597333333.3245,0.73121534,-0.57702372,-0.3638238
434097333333.3354,0.76325431,0.19712658,0.61529178
11539582666666.045,-0.9222234,-0.30753058,0.23436924
6856063333333.833,-0.68291854,-0.70316123,-0.19795596
649088666666.6671,-0.26320272,0.48706584,-0.83276119
14395161333330.902,-0.04178935,0.6470432,-0.76130726
7641964666667.415,0.2721647,0.54354711,0.79402954
1096558666666.6494,0.58723338,-0.04195258,0.80832972
544164666666.6709,-0.79276448,-0.60129344,-0.09985323
197503999999.9997,-0.94830154,0.31193183,0.05850402
24127376666670.484,0.52617552,-0.50365038,0.6851829
5327464666666.683,-0.94205315,0.03554281,0.33357544
1205597333333.3245,0.69172358,-0.68765352,-0.22056999
18167281999996.277,-0.20489928,0.1860029,0.96094704
604856000000.0022,0.97868832,-0.18638124,0.08620449
355918666666.6672,-0.29488376,0.93269906,0.20764401
25250680666671.902,0.586826,-0.799093,-0.130712
269510666666.6656,0.80302127,-0.58805854,-0.0966643
1560487333333.3523,-0.98089591,-0.04566003,-0.18909885
3285561333333.231,0.99645773,0.00571054,-0.08390099
445412666666.66895,0.65855018,-0.63646882,0.40152098
2825747333333.304,-0.31426239,-0.13133074,-0.94020816
907283999999.9902,0.10462944,0.97148765,-0.2127544
695378666666.6653,-0.44726196,-0.84757084,0.28562285
604856000000.0022,0.04760629,-0.84295168,-0.53587882
3036623999999.937,0.53621028,0.25122779,-0.80583071
3920248666666.464,0.38214712,0.23985507,0.89243102
706693999999.9982,-0.41529793,0.44635824,-0.79264869
12637169999998.682,0.18223223,0.11024342,-0.97705568
1740504000000.0334,0.6884639,-0.26789396,-0.67398093
665547333333.3331,0.91971131,0.22935727,0.31863199
1228227999999.993,-0.58124675,-0.59258485,-0.55766962
17692037999995.67,0.93636028,0.19217587,-0.29376497
14710961999997.37,-0.72165198,0.68268959,0.114688
1303320666666.6655,0.01080422,-0.99954214,0.02826271
64533403333276.84,0.51217032,0.63735956,-0.57572073
548279333333.3377,0.80213927,-0.16593865,0.57361743
13719327333331.33,0.11678218,-0.97444912,-0.19186152
1717873333333.365,0.89559214,0.11690417,-0.42924135
4051917999999.776,0.43488676,0.25566324,0.8634291
3587989333333.183,0.75354617,0.25346757,0.60656604
2524348000000.018,-0.31704294,0.69720495,0.64295337
799273999999.9945,-0.96911799,0.18208892,0.16629476
2319643333333.384,0.34165267,0.79582927,0.49992923
687149333333.3323,-0.20491611,0.97664713,-0.06457381
245851333333.3325,0.52647228,0.82731731,0.1958903
319915333333.3331,-0.39185787,0.44432819,0.8056177
3531412666666.5254,-0.15743731,-0.30930377,0.93784043
1488480666666.6802,-0.18901149,-0.97064941,-0.14870905
2652931333333.331,0.16764632,0.22714124,-0.95932349
730353333333.3306,0.36427025,0.47845735,0.79899045
688177999999.9989,0.53434008,0.18103936,0.82565455
19912929333331.816,-0.98999234,0.13719378,-0.03306118
14822057999997.3,0.01145861,-0.87285658,0.48784229
324029999999.9999,0.31504345,0.88561958,0.34121193
534906666666.6707,-0.64746302,-0.0239987,-0.76171891
3253672666666.5693,0.84763914,-0.21961433,0.48298803
3776235333333.153,0.69657086,0.03668553,0.71654952
2384449333333.373,-0.41515642,0.65678517,-0.62950646
2065562666666.7256,0.04708775,0.81176015,-0.58208951
1089357999999.983,0.25611229,0.93029164,0.26260991
6302640666666.991,-0.58194744,0.52556725,0.62057734
1835141333333.3745,0.58202465,-0.52785722,0.61855805
506104000000.0035,0.79763941,0.11004394,0.5930107
14967099999997.207,0.56414504,-0.8185807,0.10800935
16713775999996.102,-0.23282367,0.10948912,0.966336
704636666666.6649,-0.62504694,0.08057985,0.77641691
3417230666666.5435,0.40421191,0.84958339,0.33885218
851735999999.9924,-0.42842331,0.61504836,-0.66194334
25359719333338.71,-0.18143036,-0.83444138,-0.52037545
10359702000000.123,0.12040827,-0.30876989,-0.9434845
2329930000000.049,-0.7690763,-0.26142173,-0.5832498
782815333333.3285,0.2173799,-0.8814121,0.41935508
1102730666666.6497,-0.90452802,-0.3947872,0.16115868
2558294000000.0127,0.69204071,0.70042216,0.17460944
1799138000000.038,0.39287536,-0.757921,0.52077319
3749489999999.824,-0.58949754,0.49668978,0.63701798
485530666666.66974,0.12064629,-0.99220666,-0.03115154
970032666666.6544,-0.28701407,0.50970805,0.81106142
9584087333333.947,0.24968646,0.90908559,-0.33349672
1085243333333.3164,-0.43055278,0.23878864,0.87040467
10635384666666.615,-0.49544754,-0.75687856,-0.42622363
732410666666.6638,0.87319424,0.48353609,-0.06103004
352832666666.6671,-0.088603,-0.985036,0.14782956
503018000000.0034,-0.10191804,-0.91255531,-0.39604989
4581681333333.113,-0.84271151,-0.47424608,0.25480966
1035867333333.3184,0.92687586,-0.36204804,-0.09910777
1256001999999.995,-0.88892588,-0.39930105,0.22443141
1390757333333.339,0.31733841,0.9481329,-0.01844809
8458726000001.007,0.799845,-0.59901291,-0.03783527
5496166000000.069,0.79123324,0.20370128,0.57658976
5482793333333.398,0.95411522,-0.28633049,0.08762989
1764163333333.369,0.07657381,0.9825276,0.16963482
581196666666.6698,-0.19391499,-0.98073432,-0.02360428
4285425333333.0728,0.88689048,-0.13346058,-0.44228221
20882961999999.71,-0.24782348,0.33093651,0.91052982
2626186000000.002,-0.97442569,0.10956759,0.19618748
4509674666666.424,-0.03789371,-0.71419658,0.69891867
255109333333.33243,-0.51750335,0.70452633,-0.48562633
3018107999999.94,0.70058991,0.18066903,-0.69031332
1173708666666.6553,0.25066241,0.1202865,0.96057249
12629969333332.02,0.32468349,0.43551152,-0.83958939
2341245333333.3804,0.1410238,-0.2939483,0.94536061
3930535333333.129,0.26347385,0.85376146,0.44908005
794130666666.6614,0.23142915,-0.51097472,-0.8278559
700521999999.9984,-0.80017442,0.09963795,0.59143316
1187081333333.323,0.26085836,0.55606655,0.78914062
1300234666666.6653,-0.63271756,0.71269967,0.30286576
1406187333333.3403,-0.8531717,0.29209558,0.43217847
2124196666666.7305,-0.91249684,0.38108344,0.14874452
3205325333333.244,-0.15203081,-0.8143509,0.56010646
682005999999.9991,0.3423196,-0.53212632,0.77437644
26450106000006.76,-0.45370175,0.74368826,-0.49100152
13891114666664.557,0.21645309,-0.12387325,0.96840254
1035867333333.3184,0.94797149,-0.25628492,-0.18886001
1287890666666.6643,-0.61859436,0.57123509,0.53947334
54422638666635.77,-0.67929026,-0.67085702,0.2975157
299341999999.9994,0.33046895,-0.94278808,-0.04405568
25017173333338.28,0.92057358,0.06807762,-0.38459034
2769170666666.646,0.25892824,0.01901963,0.96570928
30761248000012.21,-0.82495316,0.03928377,-0.56383426
9518252666667.322,-0.88711188,-0.46154316,-0.0032283
3392542666666.5474,-0.33388022,0.07220438,0.93984601
613085333333.3352,-0.53959576,-0.44179835,0.71669424
18681615333330.258,-0.87790073,0.23326055,-0.41818634
11266985999999.549,0.60551974,0.77770761,-0.16886895
2486287333333.3574,0.98963653,-0.1435907,-0.0011142
634687333333.3344,-0.53949191,0.84198489,-0.00314949
3987111999999.7866,0.58470699,0.80676302,0.08515372
2362847333333.377,0.6430319,-0.44326657,-0.62451959
1658210666666.6936,-0.52260851,-0.84503821,-0.11309626
252023333333.3325,0.85341196,0.13570032,-0.5032628
1063641333333.3174,-0.94389087,0.27681022,-0.18012807
8283852666667.618,-0.2998706,-0.75561729,-0.58234022
14018669333331.14,0.64172696,0.31363216,0.6998724
729324666666.664,-0.20068893,0.97884489,0.03983262
10531489333333.348,-0.88531141,0.29044633,0.36313171
3392542666666.5474,-0.33715622,-0.8167489,0.46823809
3749489999999.824,0.67263459,0.34302429,-0.65566535
193389333333.33304,-0.76928586,0.20352258,0.60562185
1588261333333.3547,0.437244666,-0.000493171222,0.899342459
15804434666663.344,0.59708907,0.70843731,0.37629937
1655124666666.6934,0.42675559,-0.22333443,0.87635689
12830559333331.893,0.31669471,0.91995206,-0.23106853
13722413333331.328,-0.49072105,0.54916989,0.67646529
3403857999999.879,-0.38995241,0.24931897,0.88644073
1217941333333.3254,-0.98144049,-0.17631699,-0.07541145
33297940000015.426,-0.06062571,-0.58839058,0.80630084
280825999999.999,0.01873654,-0.76766813,0.64057363
704636666666.6649,-0.58331844,-0.70303611,0.40679211
