Time,dir_x,dir_y,dir_z
1915377333333.3809,-0.60736313,-0.41680403,0.67630202
52602927333307.05,-0.08244912,-0.53064425,0.84357503
996777999999.9868,-0.34295864,0.75362906,0.56073399
733439333333.3304,-0.80189787,0.33854805,0.49228551
441298000000.0022,0.33169648,-0.80792435,-0.48706847
333288000000.00006,-0.98556503,0.11654753,0.1227935
12296681333332.23,-0.19816855,-0.54002374,0.81798752
830133999999.9933,-0.11318708,-0.4499899,-0.88583168
1409273333333.3406,-0.29256934,-0.28587174,-0.9125133
46972005999987.97,0.50352573,0.35070809,0.78959843
34842997333350.715,-0.31163719,-0.87228454,-0.37683144
2204432666666.736,-0.12904465,-0.85997829,0.49374571
1968868000000.0515,0.27626684,-0.92231971,-0.27019065
18477939333330.0,0.68087997,0.62670026,0.37901088
990605999999.9868,-0.37296153,0.18989381,0.90820704
1447334000000.0105,-0.37736392,0.6362492,0.67289184
197503999999.9997,-0.7539192,-0.54429968,0.36789087
560623333333.3373,0.77387276,-0.53946105,0.33181731
8178928666667.585,0.84385362,-0.10175603,-0.52683658
1855714666666.7087,-0.71230207,-0.49339508,0.4991864
895968666666.6573,-0.98304369,0.08082244,-0.164599
29614284666677.43,0.57383587,-0.16152813,-0.80288296
3599304666666.514,-0.98348415,-0.17949769,-0.0232273
4746267999999.832,-0.94837012,0.29029497,0.12776127
1754905333333.368,0.29632961,0.83502268,0.46360101
36833467333346.97,0.42544939,-0.3720633,0.82496165
360033333333.3339,0.23713822,0.34747451,0.90720832
2723909333333.32,0.93725031,-0.03856378,0.34651795
3637365333333.1753,0.5326199,0.67097578,-0.51585612
366205333333.3341,0.77387765,0.1884519,0.60464805
1768278000000.0356,0.11761018,-0.25012808,-0.96104307
4258679999999.744,-0.28862267,-0.34190309,0.89431495
5640179333333.448,0.13313491,-0.41283408,0.90102337
2573724000000.0103,-0.0946031,-0.92624078,-0.36486747
435126000000.0021,0.7282896,0.16619046,-0.66481199
7857984666667.483,0.33818005,0.52092213,-0.78375658
5802708666666.833,-0.16902685,0.9402919,-0.2954337
9866970666667.102,0.61949957,-0.25739742,0.7415975
457756666666.6692,-0.31163507,0.60957748,-0.72890252
39922553333339.15,0.40093556,-0.90369418,-0.15029139
1480251333333.3462,-0.06044641,-0.76850981,-0.63697638
255109333333.33243,0.33015214,0.55415155,-0.76414372
1462764000000.0117,0.18022788,-0.38538226,0.90498532
474215333333.3362,-0.69604011,0.33934074,0.63275273
2859693333333.2983,0.75358367,0.00803741,0.65730286
2640587333333.333,-0.94838423,0.03151386,0.31555385
651146000000.0004,0.6921647,0.48793174,0.53181825
15954619999996.582,-0.6707666,0.44523677,0.59315798
220134666666.6661,0.19718699,-0.47721569,0.85637753
2442054666666.6978,0.97049347,-0.23346215,0.0603145
16378430666662.98,0.39162708,0.89542536,0.21175846
873337999999.9916,-0.94858714,-0.28919599,-0.12863952
2851463999999.9663,-0.60437007,0.02913312,-0.79617089
4036487999999.779,0.83493097,-0.00090413,0.55035393
1412359333333.3408,-0.56679448,-0.5242784,-0.63551253
12003511333332.416,0.97919325,0.20290988,0.00285566
830133999999.9933,0.44633604,-0.68208804,0.57925818
43483797333330.13,-0.51252684,-0.03423706,-0.85798838
271567999999.99893,0.3061499,0.0589953,0.95015356
9810394000000.47,0.05309117,0.68606354,-0.72560192
6269723333333.647,0.09728657,-0.99525367,-0.00233593
1161364666666.6543,-0.89883304,0.11420545,0.42315043
1428818000000.0088,-0.80583164,-0.56772297,-0.16830328
45655312666657.97,0.36683766,-0.48368364,0.79465733
10112822000000.28,-0.71989944,-0.53689221,-0.43987675
491702666666.66986,-0.44838385,0.03624309,0.89310602
5245171333333.323,-0.87631098,0.31053837,0.36830014
455699333333.3358,-0.23492969,0.86805201,0.43737141
424839333333.3352,0.2730553,0.62673089,0.72982819
14064959333331.111,0.4160102,0.7708758,0.48237538
4972574666666.57,-0.25017532,0.9442344,0.21408809
2793858666666.642,0.08831315,-0.57981567,-0.80994727
8257107333334.276,0.40626964,0.80445927,0.43334774
23563667333336.44,-0.52418404,-0.616505,0.58749696
719037999999.9977,-0.73674752,-0.58331181,-0.34198016
589426000000.0028,0.6579842,-0.61743527,-0.4310806
3124060666666.59,0.65032753,0.61798244,-0.44178254
2384449333333.373,0.74873959,0.04571978,0.66128567
199561333333.33295,0.77708747,0.47995315,-0.40716095
4034430666666.446,0.81912248,-0.53341008,0.21097879
18452222666663.3,-0.30655207,-0.84779603,0.43274442
899054666666.6572,0.44643068,-0.55526165,0.7017009
1131533333333.3186,-0.62339393,-0.30140705,0.72148029
3402829333333.2124,-0.22819526,-0.21197219,-0.95026034
1309492666666.666,-0.38863975,0.92029676,0.0448667
562680666666.6705,-0.6665943,0.03811581,-0.74444558
910369999999.99,-0.27035287,-0.00581533,0.96274374
1446305333333.3435,-0.71889625,0.5531853,-0.42092066
3737145999999.826,0.14604963,0.31486652,0.93783185
1767249333333.369,0.19968967,-0.95827008,0.20455436
176930666666.66653,-0.33914678,-0.89574903,-0.28742502
52452741999974.09,0.49670306,0.66249165,0.56070571
9029636000000.965,-0.84442046,0.37610182,-0.38144661
5605204666666.7705,0.08948162,0.95561768,-0.2806918
30755076000012.207,0.000441242,-0.951589943,-0.307370112
7883701333334.158,0.92841103,0.32632928,-0.17765743
2055276000000.0583,-0.3929956,-0.91723593,0.06505919
1234399999999.9934,0.03785201,0.67557627,0.73631781
5424159333333.38,0.57137573,-0.57680272,0.5838051
22600835333335.22,-0.64964382,0.66683089,0.365102
4739067333333.163,0.38785145,-0.86340941,0.32263824
20600078666666.02,0.43297242,-0.84293507,0.31936709
638802000000.0009,0.32916611,0.58958296,0.73759176
1889660666666.712,-0.90744311,0.31590877,0.27703546
336374000000.0001,0.95211917,-0.10963805,-0.28539198
25948116666672.79,-0.38161069,0.86798652,0.31776197
769442666666.6624,-0.6673202,0.13217062,0.7329493
3321564666666.5586,-0.31628335,-0.82650751,0.46567176
2726995333333.32,-0.64274803,0.68209917,-0.34873442
871280666666.6583,0.86831672,0.49328239,0.05194767
13870541333331.234,-0.89038672,-0.12772452,-0.43691868
857907999999.9922,-0.49310122,0.4152682,0.76446289
11909902666665.809,0.84827677,-0.10879786,0.51825626
1312578666666.6665,-0.10496399,-0.78387652,-0.61198052
288026666666.66583,-0.42231082,0.18760482,0.88682467
1809424666666.7056,-0.49796744,-0.7103806,-0.49738097
1091415333333.3164,-0.83303989,0.51096864,-0.21202733
217048666666.6661,-0.43449981,-0.40681903,0.8035597
15067909333330.477,-0.12264746,-0.26713984,-0.95582106
922713999999.9896,-0.82171628,-0.55945228,0.10860712
1297148666666.665,-0.02157014,0.80144996,-0.59767272
342546000000.00024,0.91760052,-0.08721794,0.38781738
1400015333333.3398,0.82300016,-0.47731556,-0.30796199
503018000000.0034,-0.99064183,0.0833473,0.10808329
3527297999999.8594,0.14079714,0.98917265,-0.04139602
9429787333334.045,0.45020459,-0.43746693,-0.77842052
894939999999.9907,-0.13082705,0.30826504,-0.94226161
4512760666666.425,0.20888508,-0.55389072,-0.80596035
3972710666666.456,0.95868761,-0.25742386,0.12104144
736525333333.3303,0.92372198,-0.37044556,-0.09750785
715951999999.9978,0.55738247,-0.655379,-0.50970889
12699918666665.309,-0.07635656,0.92087885,0.38229807
2097451333333.395,0.63304078,-0.02072814,0.77384088
1584146666666.6875,0.85097982,-0.25878882,-0.45701388
6179200666666.952,0.89442419,0.44543911,0.03986675
12769867999998.598,-0.31485756,0.91855553,-0.23899886
3719658666666.496,0.56757893,0.65589985,0.497644
8757039333334.435,0.12799429,0.15575676,0.97946786
2492459333333.3564,-0.68605895,-0.16149871,0.70939501
4964345333333.234,-0.63101726,-0.50778493,0.586491
1073927999999.9836,-0.74895501,0.58385867,0.31332962
1750790666666.701,0.77191039,-0.43425077,0.4643066
1364012000000.0037,-0.75254736,0.65507472,0.06745054
137841333333.3336,0.94725148,-0.27009055,0.1725275
2187974000000.0688,0.05063818,-0.45084867,0.89116286
1287890666666.6643,0.89224584,-0.19599274,0.4067975
1441162000000.0098,0.08488097,-0.54354358,-0.8350782
376492000000.0009,-0.65681382,0.5305941,-0.53578495
1063641333333.3174,-0.68880129,-0.68884975,-0.22591769
1157249999999.9873,0.32757652,-0.76255671,0.55785382
1304349333333.3325,-0.30645767,0.23493166,0.92243743
2002814000000.0544,0.85770162,-0.49955348,0.1216316
1224113333333.326,-0.11400342,0.34727694,-0.93080715
1114045999999.984,0.10394439,0.0030048,-0.99457857
1031752666666.652,-0.22325201,-0.18500251,-0.95704368
212933999999.9995,-0.44574257,-0.12045978,0.88701917
1534770666666.6838,0.41833824,0.86879102,-0.26494391
839391999999.9929,0.30663161,0.75106467,-0.58470413
1837198666666.708,-0.03451734,0.99912672,-0.02354459
2326844000000.0493,-0.58164883,0.1382904,-0.80159865
535935333333.3374,-0.87808806,-0.46485595,0.1134474
1288919333333.331,-0.75854144,-0.52196752,-0.39008307
40245554666671.664,-0.76455925,0.48548795,0.42397005
2639558666666.6665,-0.66078251,0.68328259,0.31063061
2226034666666.732,-0.34318893,0.81109805,-0.47364682
1106845333333.317,-0.46962688,0.42580691,-0.77339451
42160932000000.15,-0.6943149,0.53477985,-0.48159873
1090386666666.6497,0.10885818,0.56147085,0.82030505
6105136666666.929,-0.68813139,-0.33097614,-0.64570115
53780750666637.4,-0.82390054,-0.35136407,0.44466976
1903033333333.38,0.21258965,-0.55367008,-0.8051429
2593268666666.674,0.06136152,0.58380843,0.80956932
3025308666666.605,-0.8430377,0.14285616,-0.51853596
2193117333333.4023,-0.71169206,-0.67303779,0.20128225
1139762666666.6526,0.60466076,-0.01615931,0.79631918
13520794666664.79,-0.41061404,-0.63554251,-0.65382094
2814431999999.972,0.97240755,-0.21285909,0.09547023
4911883333333.218,-0.93548892,-0.07551149,0.34519342
3730973999999.827,-0.4003292,0.20957271,-0.89208509
1052325999999.9844,0.45003334,0.1242095,0.88433138
829105333333.3267,0.61906035,0.76816837,0.16334514
1045125333333.318,-0.1309996,0.98625064,-0.10074117
1802224000000.0383,-0.81310495,-0.57598616,0.08426316
313743333333.333,0.07278663,-0.25314226,0.96468705
1079071333333.3168,-0.38311688,-0.64666375,-0.65958127
6516603333333.726,-0.15083689,0.58363576,0.79788315
5587717333333.432,-0.47433955,-0.84530266,-0.24589713
516390666666.6704,-0.2446749,0.90156302,-0.35681693
6218290000000.298,0.29409911,-0.64693624,0.70354759
3397685999999.88,0.96067619,0.01031814,0.27747935
429982666666.66864,-0.9286812,-0.25773893,-0.26668683
273625333333.33224,0.04368225,0.05274258,0.99765229
1688042000000.0293,-0.93400246,-0.04168513,-0.35482637
25383378666672.074,0.1013356,-0.86738003,0.48721964
1081128666666.65,0.17888692,0.83448524,-0.52118504
239679333333.33255,-0.64931019,0.67992588,0.34073021
1030723999999.9854,0.23359668,0.83577709,-0.49689963
2761969999999.9805,0.6488452,0.73980788,-0.1780006
2319643333333.384,-0.88303782,0.44670355,-0.14387546
846592666666.6593,0.65843911,-0.00894568,0.75258083
763270666666.6626,0.48794351,-0.86640128,0.10611297
9622148000000.59,-0.92722094,-0.36493321,-0.08417288
38117243333343.72,-0.07888041,0.50143779,-0.8615904
2361818666666.7104,0.95346647,0.26211964,-0.1489798
1430875333333.3423,0.07935408,-0.23405837,0.96897864
548279333333.3377,-0.69436201,-0.60070809,0.39624637
663489999999.9999,-0.88846693,-0.25121805,0.38407812
23081222666669.16,-0.8805292,-0.16661728,-0.44374206
329173333333.3333,-0.64129746,0.11164935,-0.7591258
537992666666.6708,0.88674318,-0.40515811,-0.22256108
13991923999997.824,-0.93936361,0.21285596,0.26886491
571938666666.6702,0.71902881,0.6918502,-0.06588531
662461333333.3333,0.93323755,-0.32500851,-0.15309197
39567663333340.05,0.57677408,0.68558226,0.44419436
1179880666666.6558,-0.7776495,-0.60522359,-0.17019301
1958581333333.384,-0.95785276,0.13601826,0.25301607
16509071333329.564,-0.02490465,0.15607806,0.9874307
446441333333.3356,-0.8294019,-0.53816447,0.14990496
1611920666666.69,0.09883534,-0.46824014,-0.87805623
13923003333331.2,-0.25698677,-0.47734462,-0.84029751
1111988666666.6504,-0.05278019,-0.63271502,-0.77258395
1665411333333.3608,-0.45446126,0.81717147,0.35453596
1931836000000.0488,-0.25265273,0.86659692,0.43032125
23534864666669.73,-0.59100836,-0.54540084,0.59434589
4030315999999.78,0.36471559,0.01836834,0.93093778
35049759333350.977,-0.51421489,0.03645923,-0.85688609
1231313999999.9932,-0.04273935,-0.69007588,0.72247396
2204432666666.736,0.87626913,-0.3046193,-0.37330885
999863999999.9866,-0.48866,-0.85416603,-0.17779706
4316285333333.068,-0.00504689,-0.04763575,0.99885202
17837079999995.855,-0.65033211,0.10580744,-0.75224526
478330000000.0029,0.31957457,0.83782945,-0.44262163
271567999999.99893,-0.9516017,-0.05416437,0.30252343
4804901999999.851,-0.11172185,-0.99015788,-0.08429473
506104000000.0035,-0.93878137,0.21000449,-0.27310739
148128000000.00015,-0.91183407,0.05834185,0.40639249
242765333333.33252,-0.29144562,-0.64257872,0.70862687
8456668666667.673,0.93124701,-0.1337957,-0.33893615
1073927999999.9836,0.30357334,0.86961534,0.38937436
958717333333.3217,-0.69341193,0.31906823,0.64604595
5420044666666.712,-0.7863308,0.51639029,0.33915328
890825333333.3242,0.85550625,-0.4422085,0.26937094
23299300000002.77,-0.1969657,0.24633207,0.94895997
1882460000000.045,-0.7548205,-0.02448768,0.65547415
6572151333333.743,-0.59756954,0.74661124,0.29237356
27668047333341.637,-0.94392468,-0.03366866,-0.32843967
279797333333.33234,-0.63054041,0.08727501,0.77123399
1063641333333.3174,-0.34667381,-0.57002217,0.74491073
14040271333331.129,0.9298509,-0.22626591,0.29013968
13408669999998.191,0.17965202,-0.97151328,-0.1545545
2306270666666.719,-0.09521975,0.39507228,0.91370186
309628666666.66626,0.72438822,0.31029529,0.61561233
388836000000.0012,0.89418292,0.07652631,0.44111293
9736330000000.518,-0.19703758,0.977575,0.07431897
3452205333333.2046,-0.8809165,0.47172298,0.03825643
15151231333330.424,-0.9630563,-0.26315075,-0.05722108
1511111333333.3486,-0.65160445,0.72523383,0.222368
1055411999999.9844,0.75869369,0.34439269,-0.55297157
528734666666.6706,-0.53866431,-0.66813413,-0.51326168
2559322666666.679,0.24517449,0.48374876,0.84016463
2896725333333.2925,0.41896154,0.15391046,0.89486468
921685333333.323,-0.81610864,-0.23194878,-0.52930752
5362439333333.36,-0.64039224,0.7678768,-0.01621744
4671175333333.142,0.57068734,-0.66395476,-0.48319771
4971545999999.903,0.07753869,0.17038934,0.98232135
1512140000000.0154,-0.78030991,-0.51771245,-0.35084222
2433825333333.3657,0.66226989,0.74119572,-0.10967001
212933999999.9995,-0.3900592,0.25420451,0.88500502
53221155999972.15,0.7054351,0.14812621,0.69312332
2591211333333.341,-0.69968809,0.33511703,0.63097793
1635580000000.0251,0.48347447,-0.82598449,0.28983109
16155209999996.455,0.48641037,-0.20440319,-0.84948472
438212000000.0021,0.75363721,-0.36281965,0.54808106
2198260666666.7363,-0.78485149,-0.26221862,-0.56147087
310657333333.33295,0.73931464,0.51766742,-0.43062084
126526000000.0002,0.20640668,-0.00939838,0.97842115
10959414666666.41,-0.16975077,0.08626425,-0.98170421
22103989333334.59,0.35331057,-0.44794208,-0.82129138
364148000000.0007,-0.52539072,-0.59644372,-0.60681092
783843999999.9951,0.63089736,0.71857816,0.29259863
3489237333333.1987,-0.47726186,-0.80279009,0.3574202
4167128666666.425,0.35919111,0.63678669,-0.68226421
221163333333.3328,0.53585878,0.44237164,0.71914025
957688666666.6548,0.94270761,-0.1713227,0.28627068
7654308666667.419,-0.30416206,-0.56933195,-0.76377128
633658666666.6677,-0.26261029,-0.02325581,0.96462169
16274535333329.713,-0.96882909,0.09449558,-0.22899952
147099333333.3335,-0.22955694,-0.45313029,0.86138061
917570666666.6564,-0.38116245,-0.54939614,0.74355839
1687013333333.3623,0.6560807,0.14384019,0.74085634
5515710666666.742,-0.77280985,-0.47696351,0.41865349
362090666666.6673,0.54588671,-0.54503431,-0.63635313
623372000000.0015,-0.34842095,0.91445089,-0.20586987
5725558666666.809,-0.09032329,-0.89215386,0.44260952
460842666666.66925,-0.26099609,-0.87183444,0.41447045
1267317333333.329,0.60211005,0.24233441,0.760748
1192224666666.6567,-0.84457063,-0.40126879,0.35451912
1316693333333.3333,0.10398853,-0.08212826,-0.99118179
700521999999.9984,0.88973089,0.12041396,-0.4403174
1314635999999.9998,0.06072636,-0.82337036,0.56424601
2201346666666.736,-0.80164234,0.05940285,0.59484524
490674000000.0032,-0.93482833,0.10803367,-0.33826723
1328008666666.6675,-0.07330875,0.33056219,0.94093276
1521398000000.016,0.26887685,-0.94447529,-0.18886943
